50;10
** Interacao 0************
cp0;324978;1165,9999999163633;399,00000011293525;-1,6727328946380714E-08;2,2587071570874655E-08
cp1;91873;595,0000004442453;443,9999995433681;8,884908564514564E-08;-9,13264003816792E-08
cp2;327088;1050,9999995638295;610,999999508974;-8,723409305390979E-08;-9,820523741497714E-08
cp3;442821;214,99999946574647;535,0000010831494;-1,0685071332514692E-07;2,1662992649630945E-07
cp4;295549;273,000000117276;326,99999989239524;2,3455212075849215E-08;-2,152091598056771E-08
cp5;420716;1041,999999547909;540,9999999580757;-9,041811271961213E-08;-8,384936530179253E-09
cp6;416433;79,99999986643358;252,00000028251466;-2,6713287941934126E-08;5,6502924057509496E-08
cp7;324046;474,00000006755374;236,00000011091032;1,351075953968982E-08;2,218205449510968E-08
cp8;350235;234,00000000307782;111,00000014539125;6,155638411834162E-10;2,907825406329072E-08
cp9;481860;897,9999999077754;126,00000014238236;-1,844487207179029E-08;2,847646288575537E-08
cp10;451633;653,9999998613276;214,00000020381458;-2,7734407035549903E-08;4,076290549891737E-08
cp11;369624;1241,9999997388445;554,0000000410092;-5,223108703004665E-08;8,201906272947906E-09
cp12;423193;390,0000003658674;609,9999989881579;7,317348721490176E-08;-2,023684093790044E-07
cp13;198865;797,0000000393924;638,9999998024895;7,878483752566539E-09;-3,9502068392300365E-08
cp14;85183;7,00000025771052;530,000000050842;5,1542104205728275E-08;1,0168309987782483E-08
cp15;63712;751,9999999864667;506,00000003155907;-2,7065985597265117E-09;6,31179632103874E-09
cp16;234948;908,0000001817675;559,000000007152;3,635350988998867E-08;1,4303694885430594E-09
cp17;16912;203,99999941406546;765,9999990620822;-1,171869168544079E-07;-1,8758362419216147E-07
cp18;27848;1220,0000002320046;635,9999999779252;4,640080585635504E-08;-4,414902149868135E-09
cp19;245677;218,99999904292042;602,9999988890368;-1,914159142378193E-07;-2,2219258783945165E-07
cp20;182237;552,0000000388511;140,00000029383858;7,770156436585517E-09;5,876769338649776E-08
cp21;286918;329,0000002189967;577,000000232865;4,3799354150622675E-08;4,657309908507652E-08
cp22;183431;349,9999995988532;298,9999998571066;-8,022935828964945E-08;-2,8578707342812342E-08
cp23;486981;73,00000034563163;332,9999997965613;6,912633101217499E-08;-4,068774846300713E-08
cp24;415606;1339,9999999284187;56,00000008912406;-1,4316290834928822E-08;1,7824809391966284E-08
cp25;100884;1371,9999997974794;710,999999802791;-4,050416807929302E-08;-3,944184502221166E-08
cp26;159216;1169,000000014014;20,000000190727924;2,8027723295102463E-09;3,814558433958241E-08
cp27;384864;623,000000140156;318,9999999433427;2,803120334171548E-08;-1,1331444622526684E-08
cp28;125245;1030,000001871641;593,0000008475073;3,74328250598846E-07;1,695013824918752E-07
cp29;188761;395,9999984440956;578,0000009244811;-3,1118089882674014E-07;1,848961913813557E-07
cp30;461125;822,9999999497664;281,00000001308354;-1,004665220014686E-08;2,6167589237956792E-09
cp31;385673;27,000000387096964;751,0000000687278;7,74193935377957E-08;1,374551239496055E-08
cp32;234672;628,9999996839211;420,00000006952115;-6,321578089142691E-08;1,3904212546916854E-08
cp33;52386;958,0000002231176;583,9999996887794;4,4623544395775056E-08;-6,224408807608279E-08
cp34;251106;668,9999999103833;42,00000023204265;-1,7923371495986548E-08;4,640853690783834E-08
cp35;113993;324,00000033050645;275,00000068449;6,610130206398824E-08;1,3689803404353117E-07
cp36;424598;533,9999999482126;566,0000000082886;-1,0357378278932892E-08;1,657775523100358E-09
cp37;154748;988,0000000815533;776,9999997360164;1,63106061903834E-08;-5,2796713392317706E-08
cp38;123486;1176,9999999134961;122,00000002942639;-1,7300707010898915E-08;5,885279591561779E-09
cp39;320498;203,00000021693046;726,9999998136861;4,3386087392426004E-08;-3,726278132619174E-08
cp40;444538;58,99999992581718;33,99999993350072;-1,4836559360465329E-08;-1,3299851681197684E-08
cp41;458201;1237,9999999030001;710,999999775258;-1,9400020072074243E-08;-4,4948330497165796E-08
cp42;10355;551,0000007450575;169,99999967517493;1,4901148298841994E-07;-6,496502142870136E-08
cp43;124216;26,0000009153881;6,000000917455954;1,8307762208440045E-07;1,8349119102243503E-07
cp44;129630;630,9999999377939;715,9999997814188;-1,2441263781424637E-08;-4,371625331657795E-08
cp45;155777;1011,0000016698958;539,0000018982479;3,339791145498811E-07;3,7964960829480923E-07
cp46;237071;1375,9999998437752;218,99999999870158;-3,124495670306567E-08;-2,596971765605094E-10
cp47;273586;214,99999942537764;567,9999993836852;-1,14924467527404E-07;-1,2326291300051278E-07
cp48;282573;1062,9999991408024;651,9999990868889;-1,7183959961917395E-07;-1,8262214205386517E-07
cp49;103625;57,999999308509416;773,9999989545801;-1,3829811555215294E-07;-2,090840175218267E-07
** Interacao 1************
cp0;324978;1166,0000053527474;399,0000022587071;-3,345465790295955E-08;4,517414319058748E-08
cp1;91873;595,0000035539631;443,99999452041624;1,7769817568823016E-07;-1,8265280515675437E-07
cp2;327088;1051,0000244255461;611,000025533362;-1,744682063678366E-07;-1,964104950482726E-07
cp3;442821;214,99996794478562;534,9999999999998;-2,1370144190957987E-07;4,3325987274849767E-07
cp4;295549;273,00000562925135;326,9999969870711;4,691042491345562E-08;-4,3041832783745936E-08
cp5;420716;1042,0000235087105;541,000000335398;-1,8083627680389723E-07;-1,676992458053931E-08
cp6;416433;79,99998984895075;252,00001356070183;-5,342657643035938E-08;1,1300584887154876E-07
cp7;324046;474,00000162129106;236,00000576733453;2,7021519124722773E-08;4,436410882528987E-08
cp8;350235;234,0000001600464;111,00001163130148;1,2311286082367378E-09;5,8156507109192904E-08
cp9;481860;898,0000025822815;126,00001025152658;-3,688974434792758E-08;5,695292556464938E-08
cp10;451633;654,0000011093755;214,00001222887147;-5,5468814467867574E-08;8,152581092401478E-08
cp11;369624;1242,0000219370613;553,9999995078853;-1,0446217720489153E-07;1,6403811423851957E-08
cp12;423193;390,00001170775795;610,0000485684195;1,4634699310955575E-07;-4,0473683343029005E-07
cp13;198865;796,9999992121512;639,0000118506213;1,5756966029105864E-08;-7,90041355447211E-08
cp14;85183;7,000025771052101;530,0000002033671;1,0308421071289879E-07;2,0336621604264854E-08
cp15;63712;752,0000002165274;506,00000025247203;-5,413199392692166E-09;1,2623589959699191E-08
